,MATICUSDT,STXUSDT,Spread,ZScore
122,1.0272,0.57667,0.0814611999999999,0.26458925160347524
123,1.0454,0.60203,0.0580708000000002,-0.9924170705632611
124,1.0422,0.59537,0.06579320000000011,-0.6808606704176157
125,1.047,0.59406,0.07274159999999996,-0.5124079298253884
126,1.0612,0.59284,0.08894239999999998,0.5558940562106103
127,1.0578,0.60375,0.0676500000000001,-1.0427453864654073
128,1.056,0.62318,0.03398480000000026,-2.6774617977769046
129,1.0766,0.61901,0.061423600000000134,-0.973598694201208
130,1.0657,0.6087,0.06743200000000016,-0.5971595309210622
131,1.0538,0.59844,0.07235840000000016,-0.30415308740087427
132,1.0491,0.59,0.08150000000000002,0.2287185295528994
133,1.0535,0.5968,0.07474800000000015,-0.17158708201407025
134,1.045,0.59211,0.0739396,-0.26491858916801525
135,1.0029,0.56411,0.07775959999999993,-0.00493039323035052
136,1.0147,0.57798,0.0668127999999999,-0.5877718400255236
137,1.0151,0.57955,0.06463799999999997,-0.6495518935903203
138,1.0067,0.57362,0.0659632,-0.4936737720451169
139,1.0107,0.58208,0.05608879999999994,-1.085727628734583
140,1.0138,0.58044,0.06187840000000011,-0.6102376960364498
141,1.0141,0.58245,0.05888199999999999,-0.7829910597248908
142,1.0108,0.58811,0.046299599999999996,-1.6477957312131875
143,1.0042,0.57628,0.059100800000000064,-0.5387251998643536
144,1.0144,0.58629,0.052884400000000054,-1.0210609816622183
145,1.0253,0.59059,0.05673240000000024,-0.6607943482674267
146,1.0254,0.5912,0.055832000000000215,-0.667961046441985
147,1.0258,0.59145,0.05582200000000004,-0.6043150804521198
148,1.0473,0.6045,0.05591999999999986,-0.543519566331392
149,1.041,0.59917,0.0583612,-0.521157148230309
150,1.0436,0.59752,0.06366720000000003,0.05485811571713463
151,1.0557,0.60967,0.055841200000000035,-0.744955328525788
152,1.0503,0.60725,0.05441000000000018,-0.8189465083985402
153,1.0519,0.59791,0.07132760000000005,1.2410390398843194
154,1.052,0.59212,0.08092320000000008,2.2243075151409704
155,1.0507,0.59138,0.08083680000000004,2.0362213612942672
156,1.0535,0.59145,0.0835220000000001,2.165208314402479
157,1.0492,0.58941,0.08256759999999996,1.8211436431218102
158,1.0478,0.58619,0.08644840000000009,1.8821288911021103
159,1.0445,0.58452,0.08588719999999994,1.6298829639496386
160,1.0523,0.58665,0.09019400000000011,1.7122760849453476
161,1.0621,0.58336,0.10538960000000008,2.277755163393302
162,1.0701,0.58843,0.10507480000000013,1.9232884481033214
163,1.0714,0.58776,0.10747360000000006,1.815341020456671
164,1.0619,0.5831,0.10561600000000015,1.5210985653741236
165,1.0821,0.57999,0.13091640000000015,2.3141253644209305
166,1.0735,0.57513,0.13028679999999992,1.9574160032672563
167,1.0715,0.57398,0.13017279999999987,1.7188535883462122
168,1.0718,0.57785,0.12412600000000018,1.3394414000742236
169,1.0982,0.6004,0.11354400000000009,0.842085345351437
170,1.0933,0.61316,0.08771759999999995,-0.271023152027918
171,1.0778,0.60363,0.08784680000000011,-0.3283423790090885
172,1.1054,0.62614,0.0785304,-0.845746472304525
173,1.1124,0.62536,0.08680960000000004,-0.5853606021938329
174,1.1176,0.64434,0.06088239999999989,-1.8481864699631987
175,1.1483,0.7448,-0.07317199999999979,-3.874925877117681
176,1.1557,0.75721,-0.0861244000000001,-2.948314362022956
177,1.1471,0.74463,-0.07409319999999986,-2.2374231524887334
178,1.1325,0.7305,-0.06552000000000002,-1.8204594550372935
179,1.1302,0.74161,-0.0860403999999999,-1.8124381001535863
180,1.1349,0.75839,-0.10885959999999995,-1.8084583534269598
181,1.1371,0.75922,-0.10802080000000003,-1.5847478183397288
182,1.1343,0.75556,-0.10481839999999987,-1.3865427236230852
183,1.1352,0.75525,-0.10341,-1.2373730920550814
184,1.1155,0.73433,-0.08880120000000002,-0.9920440940425841
185,1.0989,0.71422,-0.07242079999999995,-0.7520071754418733
186,1.1152,0.72849,-0.07952359999999992,-0.7449915694614112
187,1.1089,0.72277,-0.07644279999999992,-0.6398716930862796
188,1.1048,0.717,-0.07107999999999981,-0.5104856558082314
189,1.117,0.74026,-0.09702640000000007,-0.7380499253583687
190,1.1723,0.76995,-0.09041800000000011,-0.5878882426174785
191,1.1762,0.77119,-0.08855160000000017,-0.49110865694246797
192,1.1689,0.7969,-0.13801599999999992,-1.1688987973549736
193,1.1761,0.80784,-0.14875759999999993,-1.3198313158435422
194,1.1886,0.8028,-0.12799199999999966,-1.007057154168761
195,1.1814,0.7963,-0.12453199999999987,-1.2255814446482054
196,1.1768,0.79505,-0.12708199999999992,-1.2073603645725473
197,1.188,0.80338,-0.12954319999999986,-1.1863266157198569
198,1.1934,0.82125,-0.15344999999999986,-1.872968467942718
199,1.1861,0.80755,-0.13828200000000002,-1.1891657190733413
