,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
531,KAVAUSDT,COREUSDT,0.01,-3.95,-3.37,0.29,6
248,BITUSDT,AKROUSDT,0.01,-3.94,-3.37,97.65,6
263,BNBUSDT,AKROUSDT,0.01,-3.91,-3.37,53195.09,6
515,KAVAUSDT,AAVEUSDT,0.03,-3.49,-3.37,0.01,6
536,KAVAUSDT,DENTUSDT,0.02,-3.71,-3.37,774.74,6
264,BNBUSDT,EOSUSDT,0.01,-4.08,-3.37,241.42,6
547,KAVAUSDT,IMXUSDT,0.01,-3.91,-3.37,0.81,6
556,KAVAUSDT,NEOUSDT,0.01,-4.0,-3.37,0.07,6
783,XEMUSDT,ILVUSDT,0.0,-4.18,-3.37,0.0,6
259,BITUSDT,USDCUSDT,0.04,-3.46,-3.37,0.53,5
281,BTCUSDT,RENUSDT,0.01,-4.1,-3.37,192930.97,5
147,ADAUSDT,AGIXUSDT,0.03,-3.55,-3.37,0.77,5
265,BNBUSDT,ILVUSDT,0.01,-3.79,-3.37,3.8,5
318,BUSDUSDT,BITUSDT,0.0,-5.36,-3.37,1.89,5
315,BUSDUSDT,BATUSDT,0.0,-5.57,-3.37,3.92,5
301,BUSDUSDT,ANTUSDT,0.0,-5.5,-3.37,0.42,5
294,BUSDUSDT,AGIXUSDT,0.0,-5.83,-3.37,2.3,5
384,BUSDUSDT,IOSTUSDT,0.0,-5.73,-3.37,96.33,5
323,BUSDUSDT,BOBAUSDT,0.0,-6.12,-3.37,4.08,5
391,BUSDUSDT,KNCUSDT,0.0,-5.47,-3.37,1.38,5
105,1000LUNCUSDT,DOTUSDT,0.03,-3.49,-3.37,0.02,5
483,GLMRUSDT,BLURUSDT,0.0,-4.13,-3.37,0.59,5
212,BAKEUSDT,DODOUSDT,0.0,-4.53,-3.37,0.97,5
164,ADAUSDT,FETUSDT,0.03,-3.57,-3.37,0.81,5
462,FILUSDT,BLURUSDT,0.02,-3.63,-3.37,8.92,5
325,BUSDUSDT,BSWUSDT,0.0,-5.82,-3.37,5.04,5
445,DODOUSDT,1INCHUSDT,0.03,-3.49,-3.37,0.39,5
442,CTSIUSDT,BLURUSDT,0.01,-4.08,-3.37,0.21,5
842,ZILUSDT,ICPUSDT,0.01,-3.81,-3.37,0.01,5
407,BUSDUSDT,NEOUSDT,0.0,-5.42,-3.37,0.09,5
161,ADAUSDT,DENTUSDT,0.01,-3.86,-3.37,314.13,5
633,RPLUSDT,BUSDUSDT,0.04,-3.4,-3.37,39.14,5
171,ADAUSDT,OMGUSDT,0.0,-4.62,-3.37,0.22,5
399,BUSDUSDT,LRCUSDT,0.0,-5.52,-3.37,3.12,5
228,BAKEUSDT,MINAUSDT,0.0,-4.46,-3.37,0.23,5
654,SCUSDT,AGIXUSDT,0.03,-3.54,-3.37,0.01,5
344,BUSDUSDT,CVCUSDT,0.0,-5.95,-3.37,9.14,5
527,KAVAUSDT,BSWUSDT,0.02,-3.62,-3.37,4.12,5
148,ADAUSDT,ALGOUSDT,0.0,-5.15,-3.37,1.5,5
722,SXPUSDT,ICPUSDT,0.01,-3.92,-3.37,0.05,5
715,SXPUSDT,DOTUSDT,0.02,-3.71,-3.37,0.05,5
706,SXPUSDT,BLURUSDT,0.01,-3.9,-3.37,0.41,5
669,SOLUSDT,DOTUSDT,0.01,-3.81,-3.37,3.44,5
341,BUSDUSDT,CTCUSDT,0.0,-5.31,-3.37,2.29,5
345,BUSDUSDT,CVXUSDT,0.0,-5.15,-3.37,0.17,5
182,ALPHAUSDT,LPTUSDT,0.01,-3.8,-3.37,0.02,5
186,ALPHAUSDT,USDCUSDT,0.02,-3.7,-3.37,0.11,5
356,BUSDUSDT,ENJUSDT,0.0,-5.29,-3.37,2.39,5
359,BUSDUSDT,ETCUSDT,0.0,-5.54,-3.37,0.05,5
837,ZILUSDT,DOTUSDT,0.0,-4.25,-3.37,0.0,5
539,KAVAUSDT,ETCUSDT,0.03,-3.59,-3.37,0.04,4
188,APTUSDT,AKROUSDT,0.02,-3.7,-3.37,2089.06,4
545,KAVAUSDT,HBARUSDT,0.04,-3.4,-3.37,12.93,4
549,KAVAUSDT,JSTUSDT,0.02,-3.62,-3.37,30.66,4
278,BTCUSDT,BCHUSDT,0.04,-3.4,-3.37,174.62,4
550,KAVAUSDT,KDAUSDT,0.03,-3.49,-3.37,0.8,4
457,FILUSDT,AKROUSDT,0.0,-4.54,-3.37,1120.7,4
558,KAVAUSDT,OCEANUSDT,0.01,-3.81,-3.37,2.21,4
524,KAVAUSDT,AVAXUSDT,0.04,-3.38,-3.37,0.05,4
523,KAVAUSDT,ATOMUSDT,0.02,-3.68,-3.37,0.07,4
520,KAVAUSDT,APEUSDT,0.01,-3.96,-3.37,0.17,4
490,GTCUSDT,ACHUSDT,0.04,-3.43,-3.37,59.0,4
104,1000LUNCUSDT,DENTUSDT,0.0,-4.66,-3.37,137.57,4
258,BITUSDT,SNXUSDT,0.03,-3.48,-3.37,0.19,4
419,CELUSDT,AKROUSDT,0.0,-5.22,-3.37,71.82,4
358,BUSDUSDT,EOSUSDT,0.0,-5.35,-3.37,0.84,4
691,STORJUSDT,IOTXUSDT,0.04,-3.45,-3.37,15.58,4
42,1000BTTUSDT,AKROUSDT,0.04,-3.41,-3.37,0.13,4
174,AGLDUSDT,EOSUSDT,0.01,-4.1,-3.37,0.39,3
176,AGLDUSDT,SCUSDT,0.04,-3.42,-3.37,120.51,3
152,ADAUSDT,BICOUSDT,0.01,-4.01,-3.37,0.83,3
525,KAVAUSDT,BICOUSDT,0.04,-3.39,-3.37,2.05,3
516,KAVAUSDT,ACHUSDT,0.03,-3.57,-3.37,26.86,3
271,BNXUSDT,IOSTUSDT,0.01,-3.98,-3.37,74.05,3
179,ALPHAUSDT,APTUSDT,0.02,-3.74,-3.37,0.01,3
366,BUSDUSDT,FLOWUSDT,0.0,-5.6,-3.37,0.97,3
371,BUSDUSDT,GLMRUSDT,0.0,-5.8,-3.37,2.51,3
377,BUSDUSDT,HNTUSDT,0.0,-5.7,-3.37,0.42,3
405,BUSDUSDT,MTLUSDT,0.0,-5.57,-3.37,0.88,3
463,FILUSDT,BLZUSDT,0.04,-3.39,-3.37,65.61,3
512,KAVAUSDT,1000BONKUSDT,0.03,-3.55,-3.37,1442.02,3
514,KAVAUSDT,1INCHUSDT,0.03,-3.51,-3.37,1.61,3
521,KAVAUSDT,ARPAUSDT,0.03,-3.52,-3.37,22.05,3
686,STORJUSDT,API3USDT,0.05,-3.38,-3.37,0.27,3
553,KAVAUSDT,LTCUSDT,0.03,-3.52,-3.37,0.01,3
544,KAVAUSDT,GRTUSDT,0.03,-3.55,-3.37,5.92,3
537,KAVAUSDT,ENJUSDT,0.03,-3.49,-3.37,1.95,3
533,KAVAUSDT,CTCUSDT,0.04,-3.39,-3.37,1.87,3
532,KAVAUSDT,CROUSDT,0.02,-3.61,-3.37,11.52,3
530,KAVAUSDT,COMPUSDT,0.02,-3.76,-3.37,0.02,3
529,KAVAUSDT,CEEKUSDT,0.04,-3.39,-3.37,8.57,3
365,BUSDUSDT,FLMUSDT,0.0,-5.67,-3.37,10.47,3
411,BUSDUSDT,OMGUSDT,0.0,-5.71,-3.37,0.67,3
329,BUSDUSDT,CELOUSDT,0.0,-5.84,-3.37,1.51,3
297,BUSDUSDT,ALGOUSDT,0.0,-5.8,-3.37,4.54,3
322,BUSDUSDT,BNXUSDT,0.0,-5.52,-3.37,1.29,3
729,SXPUSDT,SUSHIUSDT,0.04,-3.42,-3.37,0.24,3
724,SXPUSDT,MINAUSDT,0.01,-3.82,-3.37,0.34,3
299,BUSDUSDT,ALPHAUSDT,0.0,-5.56,-3.37,9.06,3
300,BUSDUSDT,ANKRUSDT,0.0,-5.7,-3.37,30.23,3
319,BUSDUSDT,BLURUSDT,0.0,-5.78,-3.37,1.46,3
334,BUSDUSDT,CKBUSDT,0.0,-5.79,-3.37,227.54,3
340,BUSDUSDT,CROUSDT,0.0,-5.62,-3.37,14.08,3
288,BUSDUSDT,1000LUNCUSDT,0.0,-5.55,-3.37,6.89,3
348,BUSDUSDT,DENTUSDT,0.0,-5.91,-3.37,947.33,3
275,BNXUSDT,USDCUSDT,0.04,-3.39,-3.37,0.76,3
546,KAVAUSDT,ILVUSDT,0.01,-3.86,-3.37,0.01,2
543,KAVAUSDT,GLMRUSDT,0.04,-3.39,-3.37,2.05,2
535,KAVAUSDT,CVXUSDT,0.01,-4.05,-3.37,0.14,2
538,KAVAUSDT,EOSUSDT,0.01,-3.94,-3.37,0.69,2
611,REQUSDT,AKROUSDT,0.0,-4.67,-3.37,18.4,2
541,KAVAUSDT,FLOWUSDT,0.04,-3.43,-3.37,0.8,1
542,KAVAUSDT,FTMUSDT,0.02,-3.64,-3.37,2.04,1
688,STORJUSDT,BSWUSDT,0.02,-3.64,-3.37,1.93,1
540,KAVAUSDT,FETUSDT,0.02,-3.75,-3.37,2.01,1
551,KAVAUSDT,LITUSDT,0.02,-3.63,-3.37,0.77,1
187,APTUSDT,AGLDUSDT,0.02,-3.68,-3.37,24.33,1
534,KAVAUSDT,CVCUSDT,0.04,-3.4,-3.37,7.47,1
295,BUSDUSDT,AGLDUSDT,0.0,-6.07,-3.37,2.14,1
548,KAVAUSDT,INJUSDT,0.04,-3.4,-3.37,0.25,1
522,KAVAUSDT,ARUSDT,0.04,-3.4,-3.37,0.09,1
552,KAVAUSDT,LRCUSDT,0.02,-3.62,-3.37,2.55,1
274,BNXUSDT,TOMOUSDT,0.01,-3.77,-3.37,2.07,1
685,STORJUSDT,ADAUSDT,0.03,-3.57,-3.37,1.16,1
347,BUSDUSDT,DASHUSDT,0.0,-5.84,-3.37,0.02,1
383,BUSDUSDT,INJUSDT,0.0,-5.97,-3.37,0.31,1
388,BUSDUSDT,JSTUSDT,0.0,-5.47,-3.37,37.47,1
400,BUSDUSDT,LTCUSDT,0.0,-5.44,-3.37,0.01,1
632,RPLUSDT,AGLDUSDT,0.02,-3.61,-3.37,84.45,1
328,BUSDUSDT,CEEKUSDT,0.0,-5.78,-3.37,10.47,1
175,AGLDUSDT,IOTXUSDT,0.0,-4.24,-3.37,18.82,1
482,GLMRUSDT,BICOUSDT,0.01,-3.78,-3.37,1.0,1
518,KAVAUSDT,ALGOUSDT,0.04,-3.46,-3.37,3.71,1
519,KAVAUSDT,ANKRUSDT,0.04,-3.38,-3.37,24.73,1
692,STORJUSDT,XNOUSDT,0.04,-3.45,-3.37,0.45,1
557,KAVAUSDT,NKNUSDT,0.04,-3.4,-3.37,7.84,1
317,BUSDUSDT,BICOUSDT,0.0,-5.91,-3.37,2.51,1
690,STORJUSDT,GLMRUSDT,0.03,-3.57,-3.37,0.96,1
